"","review_dataset.text","anger","anticipation","disgust","fear","joy","sadness","surprise","trust","negative","positive"
"3602","    style   dress  top  nice  stretchy   bottom   soft  silky  love lace  thought    nice detail   top  colors    brighter  person  red   pictures      hot pink  person im planning  buying  hot pink flats  wear     wedding  summer ",2,3,0,1,1,2,0,4,3,4
"3603","",0,0,0,0,0,0,0,0,0,0
"3604"," reviewer   didnt   placement   dress fell    short torso  long legs       emphasize ",0,1,0,0,0,1,0,1,1,0
"3605","adorable comfortable piece runs slightly big",0,0,0,0,1,0,0,0,0,1
"3606"," reference     lbs  wear  size   quality  material   skirt   good   heavy  waistband    stretch   skirt  lined   pockets longer     model   fine  im wearing   work  skirt   black   dark navy  brown       good  black tights    wear skirts  work   worn   tights   made  substantial curtain  material im keeping ",0,1,0,0,1,3,1,2,3,2
"3607","wore  dress   bridal shower    ton  compliments  fits great     made",1,1,0,0,1,0,0,1,1,1
"3608","    good things   romper   curvey   bottom         board   romper trend          short    made  models  teenagers  romper   great length  style   ages  body types  material   soft    kind  material  wont easily wrinkle   easily  dressed    night   wedges  jewelry  dressed   day   flats   eve",0,3,0,0,2,1,1,2,1,3
"3609","yesyou    comfortable   wash  perfectly  workout walking  great  sleep ",0,0,0,0,0,0,0,0,0,0
"3610","        love  dress       rack    disappointed   poofy   bottom    flattering   id love    pattern back    fit",1,0,1,0,2,3,0,0,3,2
"3611","great summer shirt loose fitting   wide  button gather  back   nice detail",0,1,0,0,1,0,0,1,0,1
"3612","perfect  end  summer   fall  soft  pairs great  skinnies  sandals  booties    find  sweater  layer   runs true  size    xs    xs     worried     petite   swim  tops    fits perfectly  comfortably",1,2,0,1,2,2,0,1,3,2
"3613","im  straight  slim    fits   glove   nice change    loose billowy  sack  tent  dresses    busty    broad rib cage youll   size     slip  fitted  im wondering    stay put love   colors   dress  navy      white washed      underwhelming  band  lace hits high   waist   spot   flattering  slimming  doesnt happen ",2,2,0,2,3,2,1,2,4,5
"3614"," pajama pants  beautiful   sheer   delicate   ideal   mom  kids",0,0,0,0,1,0,0,0,0,1
"3615"," sweater   great fit   styling   original  wonderful    great  leggings jeans    straight skirt    recommend  sweater",0,0,0,0,1,0,1,2,0,2
"3616"," leggings  loose fitting   quality       returning  item",0,1,0,0,1,0,0,1,0,1
"3617","thee  beautiful pants  soft   touch true  color cat wait  wear    fall",0,1,0,0,1,1,0,1,3,1
"3618"," top           model  thought    slightly loose   hips     snug  top     loose great     pregnant    ",0,2,0,0,0,0,0,1,0,2
"3619","returning",0,0,0,0,0,0,0,0,0,0
"3620"," top  cute  adds  pop  color   day      high quality  colors   vibrant  person   material   soft  stretchy   reviewer pointed   peplum     front  sounds  weird   dont  mind    ill  wearing  jacket   im   size    dd bust   large fits beautifully",2,1,2,1,0,1,1,1,4,2
"3621","    slimming wellmade nice fitting topi  disliked  colors     good        nice piece",1,2,0,0,2,1,1,2,1,2
"3622","   great  top   sizing      photo     oversized     medium      small sleeves  inches  short       long     listed   description    size      great  im        size  ",0,2,0,0,0,0,0,1,1,1
"3623"," love  peplum tanks  retailer puts   sadly     work    print  vibrant   colors   brighter  person   material made   cheap  fit   bust     felt   cut     bra area   poof part   peplum hit    weird spot   torso  wanted   work          slendertaller    reference im    wear size   retailer",1,0,1,0,1,1,0,1,5,1
"3624","  hard      sweatshirt     online photos    white  pale sky blue tie dye      sea foam green floral print runs tts  floral print isnt centered     received    ill  keeping ",1,1,1,1,2,2,0,2,1,6
"3625","    top   mail   impressed   colors    vibrant   loved  feel   material     top    good     hourglass figure   dd bust   peplum  made     didnt   waist  arm holes    big  showed  bra        cute top       women   athletic figures",0,3,0,0,1,0,1,2,0,4
"3626","im   bought  dress   petite medium    buy clothes    wear  work   dress    short     shorter  wouldnt  worked     buy   id     nonpetite size   ordered  dress online   found  snags       pulled     box  dont     terribly noticeable   beware   dress  apparently snag easily  plan  wear    purse  meta",0,2,0,1,1,1,1,2,4,1
"3627","  buy  pair   kind  pants  year   brand   lightweight sturdy   flattering   curvier body  brand  run big    buy  size     normal size      wait             caved  ordered    sizes      didnt label      anymore  pants    made   cute  details    bigger    ",0,1,0,0,2,0,0,2,1,4
"3628"," picked    sale   glad     material     thickness     chilly days     spring   northeast  fit     size     unsure  inbetween  detail   back  adorable  adds  point  interest   sweatshirt  fit  boxy      compliments  balances   girly design",0,1,0,0,2,0,0,0,1,3
"3629","great casual pant   summer     colors white  beige   great comfortable great fit sizing  consistent   normal designer denim sizing   im     regular size pant     ",0,1,0,0,1,0,0,1,0,2
"3630","   excited    robe   mail    disappointed   opened  package  fabric  extremely stiff  thin  fabric felt   curtains   made     white background     robe   short  cut small   shoulders   looked    wearing  piece  childrens clothing   ordered  matching pj pants  didnt       package    rough     mater",1,3,1,0,2,1,1,2,3,2
"3631"," bought  tank  work   color   print  slightly muted compared   photo   wear  xxs  xs    lbs      xs thinking    loose   wanted  arm holes     waist     unusually wide  quality   fabric  nice    heavy    thin",0,0,0,0,0,0,0,1,1,0
"3632","  received    mail    send  back   store     big   wear          ag  mother jeans      loose   waist   baggier  shown   picture  ordered size      fit       cute  beige color    pictured    rust color      dark grey top  shown",0,4,0,0,1,2,0,3,3,5
"3633"," dress   work    figure    small waist  broad hips   dress size    lbs    boxy  didnt  objections   fabric   reviewers  honestly      snag    fabric  kind  rustic   dont   snag   terrible depending       note     ornamental buttons immediately fell   dress  arrival  friend    dress   size    worked  ",1,2,1,1,2,2,1,2,5,3
"3634"," love  colors   top   run  large    received  usual small  felt    swimming   top  fitted    material   bit funky      lower quality    fabric  return    smaller size        store     change  mind",0,2,0,1,1,1,0,2,2,5
"3635","wore  dress  easter dinner  received  compliments   delicate    careful  diamond pattern  snag  loved  comfort  ability  dress     ordered  regular   petite   wanted  length   knees  thigh high   fit perfect  ",0,2,0,0,3,0,1,2,1,7
"3636"," dress  beautiful  unusual    colors shown   picture    brighter   dress  boughtthe turquoise  gold  slightly  muted  person  isnt necessarily  bad thing   sequins   shoulders   dress        picture   arent gaudy   stevie nicksbohemian  didnt find  bodice   size   tight   reviewer notedits  normal size   im   chesty ",1,0,1,1,1,1,0,0,1,2
"3637"," ordered  dress   sizes pxs  ps   arrived   timely manner   pxs  snagged  arrival      reviewers  stated  dress snagged easily   loved  classic    dress   thought     chance       back   store   potential  snagging  fabric   high    sale price   dress    cotton slip   slip   pxs  tiny  ",0,3,0,0,0,0,2,0,1,3
"3638","      unique    sweatshirt pretty seam   back  weight  material im   return            loosebaggy fit  underpattern  darker   thought",0,3,1,1,2,1,2,2,1,3
"3639"," dress hangs   sack     belt  give   shape    style      didnt        slip     ill  returning ",2,0,1,2,0,1,1,0,3,1
"3640"," thought      oversized sweatshirt    im        bought  large     small   tight    fitted        comfy dont buy        fitted blouse feel    ",0,1,0,0,0,0,0,0,1,0
"3641"," wanted  love  top love      medium   snug     back   large   bigger size  make   keeper",0,1,0,0,1,0,0,1,0,2
"3642","material  thick  warm print   pretty  received complements   age groups fits   boxy   works",1,1,0,0,1,0,0,1,1,2
"3643"," nice material soft  feminine colors   waist sat higher   natural waist   uncomfortable    back",0,0,0,0,0,0,0,0,1,0
"3644"," dress   cute   flattering  loved  shape   wore  wonce   fabric  pulling    holding  purse  walking managed  pull   ton   fabric   spend   money      quality   ",1,1,0,0,2,0,1,1,0,5
"3645","ordered  regular size    tight   arrived   stretch   lot    looser style   vey pleased        size larger   wear",0,0,1,0,1,0,1,2,1,1
"3646","  loved  colors  style   top   runs  bit small    short   im   mentioned  didnt  fabric   thought   good",0,3,0,0,1,0,1,2,1,2
"3647"," wanted        great good girl dress church dress   makes  sense   summer dress  massively thick lining  snags im petite  busty   made    feel  wide",0,2,0,0,2,0,1,2,1,3
"3648","  excited       store today  zipper details   shoulder   cute   ribbing pattern  flattering   disappointed   put      fits   babydoll  pregnancy top  snug   bust   flares  pretty widely   lower half        model   hoping      fitted tee  sadly  wasnt  case",2,4,2,1,3,4,1,4,6,8
"3649","   great button  shirt   fringe hem   fun  detail    shirt   versatility   great layered  jackets  sweaters    underneath       fabric    bit thicker     small   medium        bought    small",0,1,0,0,1,0,0,0,1,1
"3650"," love  top tassels    big material  thick       longer ",0,1,0,0,1,0,0,1,0,2
"3651","  love  dress   flattering  comfortable    buttons   wrap  check ive  lots  compliments      pockets",0,0,0,0,2,0,0,0,0,2
"3652","love  shirt fits great    cute     fall",1,0,0,0,1,1,0,0,2,2
"3653"," ordered     orange  holiday gifts  year   loved great style  quality   make   goto sweater   recipients",0,1,0,0,1,0,0,0,0,1
"3654","   loved  tee   color didnt love   sort   mustard orange  embroidery  beautifully    felt  size   yarn tassels   big  looked  bit odd     large bust  dont   draw attention    sweatshirt    tee shirt   flows  doesnt grab   looked  nice   jean jacket   werent   color  tassels     keeper  ",1,0,0,0,1,0,0,0,1,2
"3655","  reviews   dress   flattering great quality   excellent print    polka dot   concerned   wrap front    busty  dd     great    work love",0,0,0,1,3,1,0,1,0,3
"3656"," love  mustard color  fun boho details   shirt   sizing    weird  ordered  small petite       short   rarely  problem     ordered    regular small  perfect  length    loose  top  im fine    happy   purchase   received  compliments  ",0,4,1,1,4,1,0,3,3,6
"3657","nice warm long cardigan   work   seasons works    dress",0,1,0,0,0,0,0,0,0,0
"3658"," top   pictured im  feet  pounds  small petite   great fit  material  cozy soft   thick dress  casual  jeans  elevate   slacks",0,1,0,0,0,0,0,1,1,1
"3659","received  dress  christmas  fell  love  detail  fit  perfection  buttons       bottom   skirt   concern  pesky flyaway exposure   wind blow  detail   arms   buttons   cute   personally loved  longer sleeve      elbow    flattering   great  dress",1,1,0,0,3,2,1,1,2,5
"3660","    store    dress      dress     perfect  paired   black tights  tall boots   family photo      wine color highly recommend   fun  winter   run  large   wear  small    extra small",0,3,0,0,2,1,0,3,3,5
"3661","    cute dress  mulitcolored aspect    wear   color shoes    dress   formal  informal   works   myriad  occasions  purchase ",0,0,0,0,0,0,0,1,1,1
"3662","   lovely sweater   moss color    camel     photo   fits tts   cashmere   knit   brioche stitch    loft  texture        detail photo   generally   fan  raglan sleeves    case  works    construction   sweater    features interesting decreases lines  angles    soft warm  lightweight    worn   casual piece  dressed",1,1,0,2,1,3,1,1,3,2
"3663","  excited    dress  id bought  sparrow boiled wool sheath dress  xs  year  loved  fit   dress   fit     top fits fine   waist   bottom    big  laid    sparrow dress   year   bottom     inch wider  inches      total circumference im planning  exchange   xxs      fits ",1,3,0,0,1,1,1,4,2,4
"3664"," purchased   grey  wine    wonderful  boiled wool  light  warm   itchy fits nicely   bodice  flares   create  nice shape  pockets  terrific  lay nice  flat im short   petite     knee    worn petite small  fine  fit nicely   bodice   smaller size brought  seaming   bit higher  form   empire waist   chose  petite medium   wanted  loose   wais",1,0,0,0,2,2,1,1,3,3
"3665"," bought    whim     difficult time finding  great fitting suit  online  ",0,3,0,1,2,0,1,1,1,1
"3666","",0,0,0,0,0,0,0,0,0,0
"3667"," suit  structured     material  seemingly   longer      suits   priced  higher   material  feel holds   stomach    large bust    comfortably supported     ",0,0,1,0,0,0,0,0,0,1
"3668","",0,0,0,0,0,0,0,0,0,0
"3669"," design   cute   love     crisscrossed   makes   piece feel     piece",0,0,0,0,1,0,0,0,0,2
